Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
27/06/2017,"6,794","6,710.50","6,906.30","6,710.50",1.17M,0.83%
26/06/2017,"6,739","6,626.70","6,766.50","6,570.70",1.01M,3.43%
23/06/2017,"6,515","6,403.00","6,598.70","6,375.00",1.49M,1.30%
22/06/2017,"6,431","6,822.40","6,822.40","6,430.90",1.42M,-3.77%
21/06/2017,"6,683","6,822.40","6,822.40","6,626.70",1.70M,-2.05%
20/06/2017,"6,822","6,710.50","6,878.30","6,654.60",3.49M,6.09%
14/06/2017,"6,431","6,151.30","6,542.80","6,151.30",1.70M,4.55%
13/06/2017,"6,151","6,151.30","6,207.30","6,039.50",1.19M,0.00%
12/6/2017,"6,151","6,207.30","6,263.20","6,039.50",1.08M,-0.90%
9/6/2017,"6,207","6,151.30","6,319.10","6,151.30",903.46K,0.91%
8/6/2017,"6,151","6,207.30","6,319.10","6,151.30",1.11M,-0.90%
7/6/2017,"6,207","6,095.40","6,319.10","6,039.50",2.76M,2.78%
6/6/2017,"6,040","6,095.40","6,095.40","5,983.60",771.39K,0.00%
5/6/2017,"6,040","6,039.50","6,151.30","5,983.60",1.21M,0.00%
2/6/2017,"6,040","5,815.80","6,095.40","5,759.90",1.38M,3.85%
1/6/2017,"5,816","5,704.00","5,815.80","5,648.00",844.60K,1.96%
31/05/2017,"5,704","5,648.00","5,815.80","5,592.10",1.46M,0.99%
30/05/2017,"5,648","5,983.60","6,095.40","5,648.00",2.46M,-5.61%
29/05/2017,"5,984","6,151.30","6,319.10","5,983.60",2.79M,-0.93%
26/05/2017,"6,040","5,871.70","6,151.30","5,871.70",1.88M,1.89%
25/05/2017,"5,928","6,039.50","6,151.30","5,871.70",1.58M,0.95%
24/05/2017,"5,872","5,424.40","5,927.70","5,368.40",3.13M,8.25%
23/05/2017,"5,424","5,536.20","5,592.10","5,368.40",1.17M,-1.02%
22/05/2017,"5,480","5,536.20","5,759.90","5,424.40",2.19M,1.03%
19/05/2017,"5,424","5,032.90","5,536.20","4,977.00",3.47M,7.78%
18/05/2017,"5,033","5,032.90","5,144.80","4,977.00",1.20M,-1.10%
17/05/2017,"5,089","4,977.00","5,144.80","4,921.10",1.42M,1.11%
16/05/2017,"5,033","5,200.70","5,312.50","5,032.90",1.25M,-3.23%
15/05/2017,"5,201","5,088.80","5,256.60","5,032.90",2.53M,3.33%
12/5/2017,"5,033","4,697.40","5,144.80","4,697.40",3.93M,5.88%
11/5/2017,"4,753","4,697.40","4,809.20","4,697.40",610.53K,1.19%
10/5/2017,"4,697","4,865.10","4,921.10","4,697.40",1.02M,-1.18%
9/5/2017,"4,753","4,417.80","4,809.20","4,417.80",1.71M,7.59%
8/5/2017,"4,418","4,473.70","4,473.70","4,361.90",512.27K,-1.25%
5/5/2017,"4,474","4,529.60","4,529.60","4,473.70",163.19K,-1.23%
4/5/2017,"4,530","4,473.70","4,585.50","4,473.70",369.84K,1.25%
3/5/2017,"4,474","4,473.70","4,473.70","4,417.80",102.27K,1.27%
28/04/2017,"4,418","4,417.80","4,473.70","4,417.80",291.84K,-1.25%
27/04/2017,"4,474","4,473.70","4,529.60","4,417.80",480.57K,0.00%
26/04/2017,"4,474","4,361.90","4,473.70","4,361.90",82.68K,2.56%
25/04/2017,"4,362","4,361.90","4,417.80","4,361.90",337.10K,0.00%
24/04/2017,"4,362","4,417.80","4,473.70","4,361.90",142.77K,-2.50%
21/04/2017,"4,474","4,529.60","4,585.50","4,473.70",347.14K,-1.23%
20/04/2017,"4,530","4,529.60","4,529.60","4,417.80",257.29K,0.00%
19/04/2017,"4,530","4,473.70","4,529.60","4,417.80",248.54K,1.25%
18/04/2017,"4,474","4,473.70","4,473.70","4,361.90",808.14K,1.27%
17/04/2017,"4,418","4,641.50","4,641.50","4,417.80",418.50K,-4.82%
14/04/2017,"4,642","4,697.40","4,697.40","4,585.50",537.94K,-1.19%
13/04/2017,"4,697","4,809.20","4,865.10","4,697.40",254.88K,-2.32%
12/4/2017,"4,809","4,753.30","4,809.20","4,697.40",475.62K,1.18%
11/4/2017,"4,753","4,865.10","4,865.10","4,753.30",449.54K,-2.30%
10/4/2017,"4,865","4,753.30","4,865.10","4,697.40",246.23K,2.35%
7/4/2017,"4,753","4,809.20","4,809.20","4,753.30",213.49K,-1.16%
5/4/2017,"4,809","4,921.10","4,977.00","4,753.30",291.60K,-2.27%
4/4/2017,"4,921","4,977.00","4,977.00","4,921.10",360.78K,-1.12%
3/4/2017,"4,977","4,977.00","5,032.90","4,921.10",325.36K,0.00%
31/03/2017,"4,977","4,865.10","5,088.80","4,865.10",918.46K,1.14%
30/03/2017,"4,921","4,865.10","4,921.10","4,809.20",354.19K,1.15%
29/03/2017,"4,865","4,865.10","4,921.10","4,753.30",500.72K,0.00%
28/03/2017,"4,865","5,032.90","5,032.90","4,865.10",626.78K,-2.25%
27/03/2017,"4,977","4,753.30","5,032.90","4,697.40",1.48M,7.23%
24/03/2017,"4,642","4,585.50","4,697.40","4,585.50",733.25K,1.22%
23/03/2017,"4,586","4,585.50","4,697.40","4,585.50",407.07K,-2.38%
22/03/2017,"4,697","4,753.30","4,753.30","4,641.50",301.12K,-1.18%
21/03/2017,"4,753","4,809.20","4,809.20","4,753.30",357.04K,-1.16%
20/03/2017,"4,809","4,697.40","4,865.10","4,697.40",669.34K,4.88%
17/03/2017,"4,586","4,641.50","4,753.30","4,585.50",440.05K,0.00%
16/03/2017,"4,586","4,529.60","4,585.50","4,529.60",343.51K,1.23%
15/03/2017,"4,530","4,473.70","4,529.60","4,473.70",273.13K,-1.22%
14/03/2017,"4,586","4,529.60","4,585.50","4,473.70",384.72K,0.00%
13/03/2017,"4,586","4,529.60","4,585.50","4,529.60",276.55K,0.00%
10/3/2017,"4,586","4,697.40","4,697.40","4,585.50",345.67K,-2.38%
9/3/2017,"4,697","4,585.50","4,753.30","4,585.50",317.02K,2.44%
8/3/2017,"4,586","4,529.60","4,697.40","4,529.60",458.71K,1.23%
7/3/2017,"4,530","4,529.60","4,529.60","4,529.60",484.58K,0.00%
6/3/2017,"4,530","4,585.50","4,585.50","4,529.60",542.65K,0.00%
3/3/2017,"4,530","4,585.50","4,585.50","4,473.70",285.53K,0.00%
2/3/2017,"4,530","4,473.70","4,585.50","4,417.80",553.42K,1.25%
1/3/2017,"4,474","4,361.90","4,473.70","4,361.90",378.34K,1.27%
28/02/2017,"4,418","4,529.60","4,529.60","4,417.80",370.70K,-1.25%
27/02/2017,"4,474","4,361.90","4,641.50","4,305.90",843.13K,0.00%
24/02/2017,"4,474","4,697.40","4,697.40","4,473.70",568.20K,-2.44%
23/02/2017,"4,586","4,753.30","4,809.20","4,585.50",604.38K,-3.53%
22/02/2017,"4,753","4,697.40","4,865.10","4,697.40",908.96K,1.19%
21/02/2017,"4,697","4,753.30","4,865.10","4,641.50",631.31K,-1.18%
20/02/2017,"4,753","4,529.60","4,977.00","4,529.60",1.00M,4.94%
17/02/2017,"4,530","4,417.80","4,529.60","4,361.90",383.08K,5.20%
16/02/2017,"4,306","4,194.10","4,529.60","4,194.10",1.29M,4.05%
15/02/2017,"4,138","4,138.20","4,194.10","4,138.20",160.19K,1.37%
14/02/2017,"4,082","4,194.10","4,194.10","4,082.30",182.81K,-2.67%
13/02/2017,"4,194","4,082.30","4,194.10","4,082.30",298.55K,1.35%
10/2/2017,"4,138","4,082.30","4,138.20","4,082.30",163.41K,0.00%
9/2/2017,"4,138","4,138.20","4,194.10","4,082.30",176.80K,0.00%
8/2/2017,"4,138","4,138.20","4,138.20","4,082.30",209.40K,1.37%
7/2/2017,"4,082","4,026.30","4,138.20","4,026.30",600.74K,1.39%
6/2/2017,"4,026","3,970.40","4,082.30","3,970.40",451.75K,0.00%
3/2/2017,"4,026","4,026.30","4,026.30","3,914.50",370.59K,-1.37%
2/2/2017,"4,082","4,138.20","4,194.10","4,082.30",216.18K,-1.35%
25/01/2017,"4,138","4,082.30","4,194.10","4,082.30",238.24K,2.78%
24/01/2017,"4,026","3,970.40","4,082.30","3,914.50",566.00K,1.41%
23/01/2017,"3,970","4,138.20","4,138.20","3,914.50",32.30K,-2.74%
20/01/2017,"4,082","4,305.90","4,305.90","3,914.50",781.49K,4.29%
19/01/2017,"3,915","3,523.00","3,914.50","3,467.10",1.32M,9.37%
18/01/2017,"3,579","3,579.00","3,579.00","3,523.00",107.32K,1.59%
17/01/2017,"3,523","3,523.00","3,523.00","3,523.00",137.61K,0.00%
16/01/2017,"3,523","3,579.00","3,579.00","3,523.00",54.98K,-1.56%
13/01/2017,"3,579","3,634.90","3,634.90","3,579.00",205.53K,-1.54%
12/1/2017,"3,635","3,634.90","3,634.90","3,579.00",22.29K,1.56%
11/1/2017,"3,579","3,579.00","3,634.90","3,579.00",43.49K,0.00%
10/1/2017,"3,579","3,579.00","3,634.90","3,579.00",54.35K,-1.54%
9/1/2017,"3,635","3,690.80","3,690.80","3,634.90",56.07K,-1.51%
6/1/2017,"3,691","3,579.00","3,690.80","3,579.00",190.68K,4.76%
5/1/2017,"3,523","3,579.00","3,634.90","3,523.00",280.58K,-1.56%
4/1/2017,"3,579","3,579.00","3,634.90","3,523.00",123.97K,0.00%
3/1/2017,"3,579","3,579.00","3,579.00","3,579.00",140.70K,0.00%
30/12/2016,"3,579","3,523.00","3,579.00","3,523.00",76.11K,1.59%
29/12/2016,"3,523","3,579.00","3,579.00","3,523.00",15.26K,0.00%
28/12/2016,"3,523","3,523.00","3,579.00","3,523.00",49.71K,-1.56%
27/12/2016,"3,579","3,579.00","3,579.00","3,523.00",19.30K,1.59%
26/12/2016,"3,523","3,579.00","3,579.00","3,523.00",30.52K,-1.56%
23/12/2016,"3,579","3,523.00","3,579.00","3,523.00",4.53K,1.59%
22/12/2016,"3,523","3,523.00","3,523.00","3,523.00",3.56K,-1.56%
21/12/2016,"3,579","3,523.00","3,579.00","3,523.00",24.93K,0.00%
20/12/2016,"3,579","3,523.00","3,579.00","3,523.00",22.68K,0.00%
19/12/2016,"3,579","3,579.00","3,579.00","3,579.00",41.93K,0.00%
16/12/2016,"3,579","3,634.90","3,634.90","3,523.00",52.68K,-1.54%
15/12/2016,"3,635","3,634.90","3,634.90","3,579.00",7.03K,0.00%
14/12/2016,"3,635","3,579.00","3,634.90","3,523.00",17.10K,1.56%
13/12/2016,"3,579","3,634.90","3,634.90","3,579.00",369.94K,-1.54%
12/12/2016,"3,635","3,523.00","3,634.90","3,523.00",1.37M,1.56%
9/12/2016,"3,579","3,579.00","3,579.00","3,523.00",107.55K,0.00%
8/12/2016,"3,579","3,523.00","3,634.90","3,523.00",190.26K,0.00%
7/12/2016,"3,579","3,579.00","3,579.00","3,523.00",207.90K,1.59%
6/12/2016,"3,523","3,523.00","3,579.00","3,523.00",198.15K,0.00%
5/12/2016,"3,523","3,579.00","3,579.00","3,523.00",62.81K,0.00%
2/12/2016,"3,523","3,523.00","3,523.00","3,523.00",36.98K,0.00%
1/12/2016,"3,523","3,523.00","3,579.00","3,523.00",51.08K,0.00%
30/11/2016,"3,523","3,523.00","3,579.00","3,523.00",113.99K,-1.56%
29/11/2016,"3,579","3,523.00","3,579.00","3,523.00",49.19K,0.00%
28/11/2016,"3,579","3,579.00","3,579.00","3,523.00",166.26K,0.00%
25/11/2016,"3,579","3,579.00","3,579.00","3,579.00",7.41K,0.00%
24/11/2016,"3,579","3,523.00","3,579.00","3,523.00",79.98K,1.59%
23/11/2016,"3,523","3,579.00","3,579.00","3,523.00",42.40K,-1.56%
22/11/2016,"3,579","3,523.00","3,579.00","3,523.00",29.24K,0.00%
21/11/2016,"3,579","3,579.00","3,579.00","3,523.00",13.02K,1.59%
18/11/2016,"3,523","3,523.00","3,579.00","3,523.00",96.32K,-1.56%
17/11/2016,"3,579","3,523.00","3,579.00","3,523.00",105.95K,0.00%
16/11/2016,"3,579","3,523.00","3,579.00","3,523.00",49.54K,1.59%
15/11/2016,"3,523","3,579.00","3,579.00","3,523.00",159.96K,-1.56%
14/11/2016,"3,579","3,579.00","3,579.00","3,523.00",47.80K,1.59%
11/11/2016,"3,523","3,523.00","3,579.00","3,523.00",36.86K,0.00%
10/11/2016,"3,523","3,523.00","3,579.00","3,523.00",31.90K,0.00%
9/11/2016,"3,523","3,523.00","3,579.00","3,411.20",192.24K,0.00%
8/11/2016,"3,523","3,467.10","3,579.00","3,467.10",129.99K,1.61%
7/11/2016,"3,467","3,467.10","3,523.00","3,467.10",54.33K,0.00%
4/11/2016,"3,467","3,467.10","3,523.00","3,467.10",70.15K,0.00%
3/11/2016,"3,467","3,467.10","3,523.00","3,467.10",170.83K,0.00%
2/11/2016,"3,467","3,467.10","3,523.00","3,467.10",86.13K,0.00%
1/11/2016,"3,467","3,467.10","3,523.00","3,467.10",34.21K,-1.59%
31/10/2016,"3,523","3,523.00","3,523.00","3,467.10",94.44K,1.61%
28/10/2016,"3,467","3,523.00","3,523.00","3,467.10",135.35K,-1.59%
27/10/2016,"3,523","3,467.10","3,523.00","3,467.10",99.12K,1.61%
26/10/2016,"3,467","3,467.10","3,523.00","3,467.10",157.62K,-1.59%
25/10/2016,"3,523","3,467.10","3,523.00","3,467.10",333.30K,0.00%
24/10/2016,"3,523","3,579.00","3,579.00","3,467.10",436.89K,-1.56%
21/10/2016,"3,579","3,579.00","3,579.00","3,523.00",104.33K,-1.54%
20/10/2016,"3,635","3,634.90","3,634.90","3,579.00",26.31K,0.00%
19/10/2016,"3,635","3,523.00","3,634.90","3,523.00",65.79K,3.18%
18/10/2016,"3,523","3,634.90","3,634.90","3,523.00",13.98K,-1.56%
17/10/2016,"3,579","3,634.90","3,690.80","3,579.00",77.31K,-3.03%
14/10/2016,"3,691","3,523.00","3,690.80","3,523.00",400.03K,6.45%
13/10/2016,"3,467","3,467.10","3,523.00","3,467.10",59.15K,-1.59%
12/10/2016,"3,523","3,467.10","3,523.00","3,467.10",98.05K,1.61%
11/10/2016,"3,467","3,523.00","3,579.00","3,467.10",191.31K,-1.59%
10/10/2016,"3,523","3,523.00","3,523.00","3,523.00",147.32K,0.00%
7/10/2016,"3,523","3,523.00","3,579.00","3,523.00",143.15K,0.00%
6/10/2016,"3,523","3,523.00","3,579.00","3,467.10",252.52K,0.00%
5/10/2016,"3,523","3,523.00","3,579.00","3,523.00",287.37K,1.61%
4/10/2016,"3,467","3,467.10","3,523.00","3,467.10",169.67K,0.00%
3/10/2016,"3,467","3,467.10","3,523.00","3,467.10",174.44K,0.00%
30/09/2016,"3,467","3,467.10","3,523.00","3,467.10",128.64K,-1.59%
29/09/2016,"3,523","3,411.20","3,579.00","3,411.20",204.23K,-1.56%
28/09/2016,"3,579","3,523.00","3,579.00","3,467.10",275.67K,3.23%
27/09/2016,"3,467","3,579.00","3,579.00","3,411.20",361.27K,-3.13%
26/09/2016,"3,579","3,467.10","3,634.90","3,467.10",401.61K,3.23%
23/09/2016,"3,467","3,467.10","3,634.90","3,411.20",250.38K,-1.59%
22/09/2016,"3,523","3,411.20","3,579.00","3,411.20",441.08K,5.00%
21/09/2016,"3,355","3,411.20","3,523.00","3,355.30",463.67K,-3.22%
20/09/2016,"3,467","3,411.20","3,467.10","3,355.30",220.53K,3.33%
19/09/2016,"3,355","3,355.30","3,523.00","3,355.30",447.44K,0.00%
16/09/2016,"3,355","3,411.20","3,467.10","3,355.30",629.32K,0.00%
15/09/2016,"3,355","3,411.20","3,467.10","3,355.30",246.14K,-3.22%
14/09/2016,"3,467","3,411.20","3,467.10","3,411.20",210.18K,0.00%
13/09/2016,"3,467","3,467.10","3,467.10","3,411.20",97.77K,0.00%
12/9/2016,"3,467","3,411.20","3,467.10","3,355.30",223.72K,1.64%
9/9/2016,"3,411","3,411.20","3,467.10","3,411.20",116.81K,0.00%
8/9/2016,"3,411","3,355.30","3,411.20","3,355.30",27.21K,1.67%
7/9/2016,"3,355","3,411.20","3,411.20","3,355.30",80.71K,-1.64%
6/9/2016,"3,411","3,355.30","3,411.20","3,355.30",105.34K,1.67%
5/9/2016,"3,355","3,355.30","3,411.20","3,355.30",28.41K,-1.64%
1/9/2016,"3,411","3,411.20","3,411.20","3,411.20",31.00K,1.67%
31/08/2016,"3,355","3,411.20","3,467.10","3,355.30",101.25K,-3.22%
30/08/2016,"3,467","3,467.10","3,467.10","3,411.20",152.77K,0.00%
29/08/2016,"3,467","3,467.10","3,467.10","3,355.30",165.87K,1.64%
26/08/2016,"3,411","3,467.10","3,467.10","3,411.20",42.35K,-1.61%
25/08/2016,"3,467","3,467.10","3,467.10","3,467.10",167.79K,0.00%
24/08/2016,"3,467","3,467.10","3,467.10","3,411.20",245.93K,0.00%
23/08/2016,"3,467","3,411.20","3,467.10","3,411.20",174.66K,1.64%
22/08/2016,"3,411","3,411.20","3,467.10","3,411.20",120.30K,-1.61%
19/08/2016,"3,467","3,411.20","3,467.10","3,411.20",102.22K,0.00%
18/08/2016,"3,467","3,411.20","3,467.10","3,411.20",183.30K,1.64%
17/08/2016,"3,411","3,411.20","3,411.20","3,411.20",60.68K,0.00%
16/08/2016,"3,411","3,467.10","3,467.10","3,411.20",56.57K,0.00%
15/08/2016,"3,411","3,355.30","3,523.00","3,355.30",38.54K,1.67%
12/8/2016,"3,355","3,467.10","3,467.10","3,355.30",197.09K,-4.76%
11/8/2016,"3,523","3,467.10","3,523.00","3,411.20",99.25K,1.61%
10/8/2016,"3,467","3,411.20","3,467.10","3,355.30",83.62K,0.00%
9/8/2016,"3,467","3,355.30","3,467.10","3,075.70",83.95K,1.64%
8/8/2016,"3,411","3,355.30","3,411.20","3,355.30",21.89K,1.67%
5/8/2016,"3,355","3,411.20","3,411.20","3,355.30",89.23K,-1.64%
4/8/2016,"3,411","3,411.20","3,467.10","3,411.20",29.59K,-1.61%
3/8/2016,"3,467","3,523.00","3,523.00","3,467.10",47.58K,-1.59%
2/8/2016,"3,523","3,523.00","3,523.00","3,467.10",107.07K,-1.56%
1/8/2016,"3,579","3,523.00","3,579.00","3,523.00",255.36K,0.00%
29/07/2016,"3,579","3,579.00","3,579.00","3,523.00",46.66K,0.00%
28/07/2016,"3,579","3,579.00","3,579.00","3,523.00",53.21K,0.00%
27/07/2016,"3,579","3,467.10","3,579.00","3,467.10",64.30K,1.59%
26/07/2016,"3,523","3,523.00","3,523.00","3,467.10",78.49K,0.00%
25/07/2016,"3,523","3,523.00","3,579.00","3,523.00",39.47K,-1.56%
22/07/2016,"3,579","3,579.00","3,579.00","3,523.00",237.93K,-1.54%
21/07/2016,"3,635","3,690.80","3,690.80","3,634.90",584.12K,-4.41%
20/07/2016,"3,803","3,690.80","3,802.60","3,690.80",131.20K,0.00%
19/07/2016,"3,803","3,802.60","3,802.60","3,690.80",175.32K,1.49%
18/07/2016,"3,747","3,746.70","3,746.70","3,690.80",184.41K,0.00%
15/07/2016,"3,747","3,746.70","3,746.70","3,746.70",181.42K,0.00%
14/07/2016,"3,747","3,914.50","3,914.50","3,746.70",217.85K,0.50%
13/07/2016,"3,728","3,676.30","3,728.10","3,676.30",232.69K,1.41%
12/7/2016,"3,676","3,676.30","3,728.10","3,572.70",115.67K,0.00%
11/7/2016,"3,676","3,779.90","3,779.90","3,572.70",376.53K,-2.74%
8/7/2016,"3,780","3,728.10","3,779.90","3,676.30",268.28K,1.39%
7/7/2016,"3,728","3,676.30","3,779.90","3,676.30",330.73K,1.41%
6/7/2016,"3,676","3,676.30","3,728.10","3,676.30",58.32K,-2.74%
5/7/2016,"3,780","3,779.90","3,831.60","3,728.10",693.31K,1.39%
4/7/2016,"3,728","3,521.00","3,728.10","3,521.00",602.57K,5.88%
1/7/2016,"3,521","3,572.70","3,624.50","3,521.00",78.54K,0.00%
30/06/2016,"3,521","3,521.00","3,521.00","3,469.20",39.95K,0.00%
29/06/2016,"3,521","3,521.00","3,521.00","3,469.20",71.93K,0.00%
28/06/2016,"3,521","3,521.00","3,521.00","3,469.20",122.02K,0.00%
27/06/2016,"3,521","3,521.00","3,521.00","3,365.60",133.98K,0.00%
24/06/2016,"3,521","3,521.00","3,521.00","3,313.90",547.34K,-1.45%
23/06/2016,"3,573","3,521.00","3,572.70","3,521.00",42.72K,0.00%
22/06/2016,"3,573","3,521.00","3,572.70","3,521.00",52.32K,0.00%
21/06/2016,"3,573","3,521.00","3,572.70","3,521.00",113.99K,1.47%
20/06/2016,"3,521","3,572.70","3,572.70","3,521.00",35.03K,-1.45%
17/06/2016,"3,573","3,521.00","3,572.70","3,521.00",89.08K,0.00%
16/06/2016,"3,573","3,572.70","3,624.50","3,572.70",334.54K,-1.43%
15/06/2016,"3,625","3,572.70","3,624.50","3,572.70",168.61K,0.00%
14/06/2016,"3,625","3,572.70","3,624.50","3,572.70",144.62K,1.45%
13/06/2016,"3,573","3,624.50","3,624.50","3,572.70",100.95K,-1.43%
10/6/2016,"3,625","3,624.50","3,624.50","3,572.70",240.74K,1.45%
9/6/2016,"3,573","3,521.00","3,572.70","3,521.00",195.69K,0.00%
8/6/2016,"3,573","3,572.70","3,572.70","3,521.00",97.43K,0.00%
7/6/2016,"3,573","3,572.70","3,572.70","3,521.00",12.99K,1.47%
6/6/2016,"3,521","3,572.70","3,572.70","3,521.00",226.46K,-1.45%
3/6/2016,"3,573","3,572.70","3,572.70","3,572.70",258.29K,-1.43%
2/6/2016,"3,625","3,624.50","3,624.50","3,572.70",71.61K,0.00%
1/6/2016,"3,625","3,521.00","3,624.50","3,521.00",484.53K,1.45%
31/05/2016,"3,573","3,572.70","3,572.70","3,521.00",162.74K,0.00%
30/05/2016,"3,573","3,521.00","3,572.70","3,521.00",42.38K,1.47%
27/05/2016,"3,521","3,521.00","3,521.00","3,469.20",101.84K,0.00%
26/05/2016,"3,521","3,521.00","3,521.00","3,521.00",159.31K,-1.45%
25/05/2016,"3,573","3,521.00","3,572.70","3,521.00",126.85K,0.00%
24/05/2016,"3,573","3,521.00","3,572.70","3,521.00",83.13K,1.47%
23/05/2016,"3,521","3,624.50","3,624.50","3,521.00",23.85K,-1.45%
20/05/2016,"3,573","3,572.70","3,624.50","3,521.00",311.53K,0.00%
19/05/2016,"3,573","3,572.70","3,572.70","3,521.00",138.59K,0.00%
18/05/2016,"3,573","3,572.70","3,572.70","3,572.70",82.18K,-1.43%
17/05/2016,"3,625","3,521.00","3,624.50","3,521.00",176.93K,2.94%
16/05/2016,"3,521","3,521.00","3,521.00","3,521.00",25.42K,0.00%
13/05/2016,"3,521","3,572.70","3,572.70","3,521.00",74.73K,-1.45%
12/5/2016,"3,573","3,572.70","3,572.70","3,572.70",19.33K,0.00%
11/5/2016,"3,573","3,572.70","3,572.70","3,521.00",54.67K,0.00%
10/5/2016,"3,573","3,521.00","3,572.70","3,521.00",184.28K,0.00%
9/5/2016,"3,573","3,624.50","3,624.50","3,521.00",118.50K,0.00%
6/5/2016,"3,573","3,521.00","3,572.70","3,521.00",184.07K,1.47%
5/5/2016,"3,521","3,521.00","3,624.50","3,469.20",235.28K,0.00%
4/5/2016,"3,521","3,572.70","3,572.70","3,521.00",264.40K,-1.45%
29/04/2016,"3,573","3,572.70","3,572.70","3,521.00",86.46K,0.00%
28/04/2016,"3,573","3,572.70","3,572.70","3,521.00",33.22K,0.00%
27/04/2016,"3,573","3,572.70","3,624.50","3,572.70",76.11K,0.00%
26/04/2016,"3,573","3,572.70","3,624.50","3,521.00",874.84K,-1.43%
25/04/2016,"3,625","3,676.30","3,728.10","3,624.50",178.11K,-1.41%
22/04/2016,"3,676","3,728.10","3,728.10","3,676.30",61.28K,0.00%
21/04/2016,"3,676","3,624.50","3,676.30","3,624.50",740.04K,2.90%
20/04/2016,"3,573","3,572.70","3,572.70","3,521.00",150.73K,0.00%
19/04/2016,"3,573","3,572.70","3,572.70","3,521.00",224.18K,0.00%
15/04/2016,"3,573","3,572.70","3,572.70","3,572.70",37.97K,-1.43%
14/04/2016,"3,625","3,572.70","3,624.50","3,572.70",261.83K,1.45%
13/04/2016,"3,573","3,624.50","3,624.50","3,521.00",190.76K,0.00%
12/4/2016,"3,573","3,624.50","3,676.30","3,572.70",416.96K,-1.43%
11/4/2016,"3,625","3,676.30","3,676.30","3,624.50",155.67K,0.00%
8/4/2016,"3,625","3,572.70","3,624.50","3,572.70",287.95K,1.45%
7/4/2016,"3,573","3,572.70","3,572.70","3,521.00",158.14K,0.00%
6/4/2016,"3,573","3,572.70","3,572.70","3,521.00",65.75K,0.00%
5/4/2016,"3,573","3,572.70","3,624.50","3,572.70",107.92K,0.00%
4/4/2016,"3,573","3,572.70","3,572.70","3,572.70",60.40K,0.00%
1/4/2016,"3,573","3,572.70","3,572.70","3,469.20",286.88K,1.47%
31/03/2016,"3,521","3,572.70","3,572.70","3,521.00",23.69K,-2.86%
30/03/2016,"3,625","3,521.00","3,624.50","3,521.00",105.45K,1.45%
29/03/2016,"3,573","3,572.70","3,572.70","3,521.00",170.36K,-1.43%
28/03/2016,"3,625","3,624.50","3,624.50","3,572.70",128.49K,0.00%
25/03/2016,"3,625","3,624.50","3,676.30","3,624.50",86.26K,-2.78%
24/03/2016,"3,728","3,728.10","3,728.10","3,624.50",824.86K,0.00%
23/03/2016,"3,728","3,676.30","3,728.10","3,676.30",61.87K,0.00%
22/03/2016,"3,728","3,676.30","3,728.10","3,676.30",124.85K,0.00%
21/03/2016,"3,728","3,728.10","3,779.90","3,676.30",57.54K,-1.37%
18/03/2016,"3,780","3,728.10","3,779.90","3,676.30",200.58K,1.39%
17/03/2016,"3,728","3,779.90","3,831.60","3,728.10",189.60K,-1.37%
16/03/2016,"3,780","3,624.50","3,779.90","3,624.50",446.65K,2.82%
15/03/2016,"3,676","3,676.30","3,728.10","3,676.30",65.34K,-2.74%
14/03/2016,"3,780","3,779.90","3,779.90","3,676.30",204.87K,1.39%
11/3/2016,"3,728","3,779.90","3,779.90","3,676.30",180.22K,0.00%
10/3/2016,"3,728","3,624.50","3,779.90","3,624.50",230.14K,2.86%
9/3/2016,"3,625","3,624.50","3,676.30","3,624.50",110.63K,0.00%
8/3/2016,"3,625","3,624.50","3,676.30","3,624.50",183.80K,0.00%
7/3/2016,"3,625","3,624.50","3,624.50","3,624.50",127.50K,0.00%
4/3/2016,"3,625","3,624.50","3,624.50","3,624.50",136.00K,-1.41%
3/3/2016,"3,676","3,676.30","3,676.30","3,624.50",249.46K,0.00%
2/3/2016,"3,676","3,624.50","3,676.30","3,624.50",206.41K,0.00%
1/3/2016,"3,676","3,624.50","3,676.30","3,624.50",171.72K,2.90%
29/02/2016,"3,573","3,676.30","3,676.30","3,572.70",115.98K,-2.82%
26/02/2016,"3,676","3,624.50","3,676.30","3,572.70",60.89K,1.43%
25/02/2016,"3,625","3,624.50","3,624.50","3,572.70",149.97K,0.00%
24/02/2016,"3,625","3,572.70","3,624.50","3,572.70",116.02K,0.00%
23/02/2016,"3,625","3,676.30","3,676.30","3,624.50",130.35K,-1.41%
22/02/2016,"3,676","3,521.00","3,676.30","3,521.00",316.05K,2.90%
19/02/2016,"3,573","3,572.70","3,572.70","3,521.00",42.01K,0.00%
18/02/2016,"3,573","3,572.70","3,572.70","3,521.00",54.90K,0.00%
17/02/2016,"3,573","3,521.00","3,572.70","3,469.20",35.63K,1.47%
16/02/2016,"3,521","3,469.20","3,521.00","3,469.20",9.32K,0.00%
15/02/2016,"3,521","3,521.00","3,572.70","3,521.00",29.51K,0.00%
5/2/2016,"3,521","3,469.20","3,521.00","3,469.20",15.01K,1.49%
4/2/2016,"3,469","3,469.20","3,469.20","3,417.40",86.67K,0.00%
3/2/2016,"3,469","3,417.40","3,469.20","3,417.40",36.24K,0.00%
2/2/2016,"3,469","3,469.20","3,521.00","3,417.40",66.27K,-1.47%
1/2/2016,"3,521","3,572.70","3,572.70","3,469.20",21.66K,-1.45%
