Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
5/8/2021,"14,173","13,877.70","14,271.40","13,680.80",2.49M,1.41%
4/8/2021,"13,976","14,074.50","14,222.20","13,828.50",4.27M,1.43%
3/8/2021,"13,779","13,484.00","13,976.10","13,287.10",4.10M,5.26%
2/8/2021,"13,090","12,991.90","13,287.10","12,942.70",2.23M,0.00%
30/07/2021,"13,090","13,287.10","13,287.10","12,942.70",2.38M,1.14%
29/07/2021,"12,943","12,155.30","12,942.70","12,155.30",4.73M,6.91%
28/07/2021,"12,106","12,106.10","12,253.70","12,007.60",825.72K,0.00%
27/07/2021,"12,106","12,106.10","12,302.90","12,007.60",1.25M,1.24%
26/07/2021,"11,958","11,810.80","12,106.10","11,663.20",1.54M,-0.41%
23/07/2021,"12,008","12,056.90","12,302.90","12,007.60",1.66M,-2.40%
22/07/2021,"12,303","12,204.50","12,450.50","12,007.60",1.13M,0.81%
21/07/2021,"12,205","12,499.80","12,745.80","12,106.10",1.13M,-2.36%
20/07/2021,"12,500","11,564.70","12,499.80","11,318.70",2.22M,6.72%
19/07/2021,"11,712","11,860.00","12,204.50","11,712.40",2.66M,-6.67%
16/07/2021,"12,549","12,893.50","12,991.90","12,499.80",1.57M,-2.67%
15/07/2021,"12,894","11,860.00","12,942.70","11,860.00",2.01M,6.50%
14/07/2021,"12,106","12,598.20","12,844.20","11,810.80",2.17M,-3.91%
13/07/2021,"12,598","12,499.80","12,795.00","11,712.40",3.23M,1.59%
12/7/2021,"12,401","12,795.00","12,795.00","12,401.30",3.15M,-6.67%
9/7/2021,"13,287","13,877.70","14,222.20","13,287.10",4.93M,-6.90%
8/7/2021,"14,271","14,763.50","14,861.90","13,976.10",2.45M,-1.69%
7/7/2021,"14,517","14,173.00","14,763.50","13,828.50",3.99M,-2.32%
6/7/2021,"14,862","15,747.70","15,796.90","14,861.90",7.82M,-6.79%
5/7/2021,"15,945","16,239.80","16,338.30","15,550.90",5.96M,2.86%
2/7/2021,"15,502","15,255.60","15,501.70","14,960.30",7.41M,6.78%
1/7/2021,"14,517","13,779.30","14,517.40","13,631.60",11.26M,6.88%
30/06/2021,"13,582","13,779.30","13,877.70","13,484.00",1.62M,-2.47%
29/06/2021,"13,927","13,779.30","14,222.20","13,680.80",2.47M,1.07%
28/06/2021,"13,779","14,173.00","14,222.20","13,730.10",2.83M,-1.41%
25/06/2021,"13,976","13,287.10","13,976.10","13,090.30",4.05M,5.58%
24/06/2021,"13,238","13,287.10","13,484.00","13,090.30",1.40M,0.00%
23/06/2021,"13,238","13,090.30","13,680.80","13,090.30",2.10M,1.13%
22/06/2021,"13,090","13,139.50","13,287.10","12,991.90",1.55M,0.38%
21/06/2021,"13,041","13,041.10","13,336.40","12,991.90",1.49M,-2.21%
18/06/2021,"13,336","13,484.00","13,533.20","13,287.10",2.05M,0.37%
17/06/2021,"13,287","12,893.50","13,385.60","12,795.00",2.33M,0.00%
16/06/2021,"13,287","13,582.40","13,582.40","12,942.70",2.13M,-2.88%
15/06/2021,"13,681","13,877.70","14,025.30","13,484.00",2.56M,-0.36%
14/06/2021,"13,730","13,041.10","13,926.90","12,745.80",4.90M,5.28%
11/6/2021,"13,041","12,598.20","13,336.40","12,598.20",1.85M,1.14%
10/6/2021,"12,894","13,385.60","13,385.60","12,499.80",1.64M,-3.32%
9/6/2021,"13,336","12,696.60","13,680.80","11,958.40",5.06M,3.83%
8/6/2021,"12,844","13,385.60","13,779.30","12,844.20",3.70M,-6.79%
7/6/2021,"13,779","14,271.40","14,665.10","13,730.10",5.24M,-6.67%
4/6/2021,"14,764","14,960.30","14,960.30","14,271.40",6.07M,3.81%
3/6/2021,"14,222","13,779.30","14,222.20","13,730.10",6.40M,6.64%
2/6/2021,"13,336","13,188.70","13,533.20","12,795.00",4.06M,0.37%
1/6/2021,"13,287","13,336.40","13,336.40","13,287.10",4.62M,6.30%
31/05/2021,"12,500","12,302.90","12,499.80","12,253.70",6.67M,6.72%
28/05/2021,"11,712","11,171.00","11,761.60","11,072.60",2.40M,3.93%
27/05/2021,"11,270","11,663.20","11,712.40","11,269.50",824.30K,-2.14%
26/05/2021,"11,516","11,712.40","11,761.60","11,466.30",1.37M,1.30%
25/05/2021,"11,368","11,023.40","11,613.90","10,974.20",2.57M,2.21%
24/05/2021,"11,122","11,269.50","11,367.90","10,925.00",674.43K,-0.88%
21/05/2021,"11,220","11,220.30","11,613.90","11,171.00",1.37M,0.89%
20/05/2021,"11,122","10,580.50","11,220.30","10,531.30",1.88M,5.12%
19/05/2021,"10,581","10,678.90","10,678.90","10,580.50",886.78K,-0.92%
18/05/2021,"10,679","10,678.90","10,826.60","10,580.50",780.20K,-0.46%
17/05/2021,"10,728","10,826.60","10,974.20","10,678.90",632.17K,-0.91%
14/05/2021,"10,827","10,826.60","11,023.40","10,728.10",884.24K,0.00%
13/05/2021,"10,827","10,826.60","11,220.30","10,728.10",1.15M,-0.45%
12/5/2021,"10,876","10,826.60","10,925.00","10,728.10",668.34K,0.00%
11/5/2021,"10,876","11,171.00","11,171.00","10,875.80",1.10M,-0.45%
10/5/2021,"10,925","10,236.00","11,023.40","10,236.00",931.79K,3.26%
7/5/2021,"10,581","10,678.90","10,826.60","10,482.10",637.35K,-2.27%
6/5/2021,"10,827","11,318.70","11,318.70","10,826.60",734.28K,-1.79%
5/5/2021,"11,023","10,629.70","11,023.40","10,531.30",644.36K,6.67%
4/5/2021,"10,334","9,940.80","10,629.70","9,940.80",557.29K,-2.78%
29/04/2021,"10,630","10,826.60","11,023.40","10,629.70",652.08K,-1.82%
28/04/2021,"10,827","10,728.10","10,925.00","10,580.50",507.20K,0.92%
27/04/2021,"10,728","10,974.20","10,974.20","10,580.50",564.40K,-2.24%
26/04/2021,"10,974","11,318.70","11,417.10","10,875.80",656.86K,-3.04%
23/04/2021,"11,319","10,777.40","11,318.70","10,728.10",894.00K,3.60%
22/04/2021,"10,925","11,318.70","11,417.10","10,925.00",1.50M,-4.72%
20/04/2021,"11,466","11,810.80","11,810.80","11,367.90",917.67K,-2.92%
19/04/2021,"11,811","11,466.30","11,810.80","11,072.60",1.15M,2.13%
16/04/2021,"11,565","11,909.20","11,909.20","11,269.50",2.72M,-3.69%
15/04/2021,"12,008","12,401.30","12,401.30","11,958.40",1.41M,-3.17%
14/04/2021,"12,401","12,204.50","12,401.30","12,007.60",1.40M,0.80%
13/04/2021,"12,303","12,795.00","12,795.00","12,204.50",3.29M,-0.79%
12/4/2021,"12,401","12,253.70","12,598.20","12,007.60",3.07M,2.86%
9/4/2021,"12,057","11,958.40","12,155.30","11,958.40",1.04M,-0.41%
8/4/2021,"12,106","12,253.70","12,352.10","12,007.60",1.00M,-0.40%
7/4/2021,"12,155","11,958.40","12,302.90","11,958.40",1.38M,1.65%
6/4/2021,"11,958","11,958.40","12,155.30","11,761.60",974.97K,-2.02%
5/4/2021,"12,205","12,401.30","12,401.30","12,007.60",1.35M,0.81%
2/4/2021,"12,106","12,745.80","12,745.80","12,007.60",1.88M,-1.60%
1/4/2021,"12,303","11,564.70","12,352.10","11,564.70",2.43M,6.38%
31/03/2021,"11,565","11,613.90","11,663.20","11,220.30",812.82K,-0.42%
30/03/2021,"11,614","11,663.20","11,761.60","11,318.70",955.16K,0.43%
29/03/2021,"11,565","11,121.80","11,564.70","11,121.80",855.29K,4.44%
26/03/2021,"11,073","10,925.00","11,220.30","10,629.70",1.13M,-1.32%
25/03/2021,"11,220","11,417.10","11,515.50","11,121.80",1.35M,-1.72%
24/03/2021,"11,417","11,613.90","11,860.00","11,269.50",1.35M,-3.33%
23/03/2021,"11,811","11,958.40","12,155.30","11,712.40",1.52M,-2.44%
22/03/2021,"12,106","12,302.90","12,302.90","12,007.60",1.09M,-1.60%
19/03/2021,"12,303","12,106.10","12,401.30","12,106.10",1.05M,0.40%
18/03/2021,"12,254","12,155.30","12,499.80","12,106.10",1.10M,1.22%
17/03/2021,"12,106","12,007.60","12,155.30","11,860.00",1.33M,0.41%
16/03/2021,"12,057","12,401.30","12,401.30","11,810.80",2.50M,-2.39%
15/03/2021,"12,352","12,499.80","12,647.40","12,352.10",1.23M,-1.95%
12/3/2021,"12,598","12,893.50","12,942.70","12,499.80",1.70M,-1.54%
11/3/2021,"12,795","12,155.30","12,844.20","12,155.30",5.11M,6.56%
10/3/2021,"12,008","11,761.60","12,106.10","11,761.60",1.27M,0.83%
9/3/2021,"11,909","12,007.60","12,056.90","11,613.90",1.57M,-2.02%
8/3/2021,"12,155","12,302.90","12,302.90","12,007.60",1.72M,1.23%
5/3/2021,"12,008","12,007.60","12,155.30","11,318.70",1.25M,0.00%
4/3/2021,"12,008","11,564.70","12,352.10","11,564.70",3.84M,3.83%
3/3/2021,"11,565","11,367.90","11,613.90","11,367.90",827.95K,0.00%
2/3/2021,"11,565","11,810.80","11,909.20","11,515.50",1.23M,-0.84%
1/3/2021,"11,663","11,318.70","11,663.20","11,121.80",2.34M,4.87%
26/02/2021,"11,122","11,023.40","11,171.00","10,826.60",927.93K,-0.44%
25/02/2021,"11,171","11,318.70","11,318.70","11,023.40",777.66K,0.00%
24/02/2021,"11,171","11,269.50","11,712.40","11,023.40",1.50M,0.00%
23/02/2021,"11,171","11,171.00","11,318.70","11,023.40",1.38M,-0.44%
22/02/2021,"11,220","11,318.70","11,417.10","10,974.20",1.31M,0.44%
19/02/2021,"11,171","11,023.40","11,515.50","11,023.40",1.36M,-1.30%
18/02/2021,"11,319","11,712.40","11,712.40","11,220.30",1.69M,-3.36%
17/02/2021,"11,712","11,466.30","11,761.60","11,318.70",2.01M,2.15%
9/2/2021,"11,466","11,220.30","11,613.90","10,925.00",1.61M,1.30%
8/2/2021,"11,319","11,318.70","11,564.70","10,334.40",3.64M,4.55%
5/2/2021,"10,827","10,531.30","10,826.60","10,137.60",1.68M,6.80%
4/2/2021,"10,138","10,088.40","10,137.60","9,645.50",1.88M,6.96%
3/2/2021,"9,478","9,054.90","9,478.20","8,858.10",1.13M,7.00%
2/2/2021,"8,858","8,415.20","9,054.90","8,405.30",1.69M,-1.96%
1/2/2021,"9,035","9,350.20","9,743.90","9,035.30",1.61M,-6.99%
29/01/2021,"9,714","8,946.70","10,236.00","8,946.70",2.70M,1.02%
28/01/2021,"9,616","9,616.00","9,616.00","9,616.00",395.74K,-6.95%
27/01/2021,"10,334","10,531.30","10,580.50","10,334.40",1.99M,-6.67%
26/01/2021,"11,073","11,318.70","11,515.50","11,023.40",1.81M,-6.25%
25/01/2021,"11,811","11,613.90","12,302.90","11,515.50",2.60M,-2.83%
22/01/2021,"12,155","12,795.00","12,991.90","12,155.30",2.23M,-1.20%
21/01/2021,"12,303","11,515.50","12,302.90","11,121.80",2.91M,6.84%
20/01/2021,"11,516","11,515.50","12,106.10","11,515.50",5.09M,-6.77%
19/01/2021,"12,352","13,434.80","13,680.80","12,352.10",3.13M,-6.69%
18/01/2021,"13,238","12,893.50","13,237.90","12,696.60",2.87M,6.75%
15/01/2021,"12,401","12,302.90","12,401.30","12,007.60",2.90M,6.78%
14/01/2021,"11,614","10,826.60","11,613.90","10,432.90",3.51M,6.79%
13/01/2021,"10,876","11,171.00","11,171.00","10,826.60",2.68M,-1.78%
12/1/2021,"11,073","11,121.80","11,318.70","10,580.50",2.96M,-2.17%
11/1/2021,"11,319","11,367.90","12,056.90","10,925.00",3.40M,-0.43%
8/1/2021,"11,368","11,171.00","11,417.10","10,728.10",5.35M,6.45%
7/1/2021,"10,679","10,236.00","10,678.90","10,236.00",3.70M,6.90%
6/1/2021,"9,990","9,822.60","9,990.00","9,763.60",2.94M,6.84%
5/1/2021,"9,350","8,740.00","9,350.20","8,671.10",5.79M,6.98%
4/1/2021,"8,740","8,661.30","8,917.20","8,543.10",3.37M,3.26%
31/12/2020,"8,464","8,267.60","8,592.40","8,198.70",1.80M,2.50%
30/12/2020,"8,258","8,415.20","8,425.00","8,238.00",1.66M,-1.87%
29/12/2020,"8,415","8,366.00","8,543.10","8,366.00",1.63M,-1.72%
28/12/2020,"8,563","8,858.10","8,858.10","8,415.20",1.59M,0.00%
25/12/2020,"8,563","8,169.10","8,651.40","8,100.20",2.00M,4.82%
24/12/2020,"8,169","8,493.90","8,493.90","7,942.80",2.72M,-4.27%
23/12/2020,"8,533","8,858.10","8,887.60","8,503.80",2.38M,-4.31%
22/12/2020,"8,917","8,671.10","8,917.20","8,513.60",2.66M,1.68%
21/12/2020,"8,770","8,208.50","8,779.40","8,208.50",4.18M,6.83%
18/12/2020,"8,209","8,011.70","8,267.60","8,001.80",1.98M,1.96%
17/12/2020,"8,051","8,110.10","8,218.30","7,873.90",2.16M,-1.45%
16/12/2020,"8,169","8,267.60","8,297.10","8,139.60",2.52M,-1.19%
15/12/2020,"8,268","8,267.60","8,523.50","8,070.70",4.67M,0.48%
14/12/2020,"8,228","7,696.70","8,228.20","7,696.70",4.56M,6.91%
11/12/2020,"7,697","7,677.00","7,775.40","7,184.90",2.15M,0.26%
10/12/2020,"7,677","7,844.30","7,844.30","7,480.20",5.59M,4.70%
9/12/2020,"7,333","7,273.50","7,332.50","7,184.90",1.47M,6.89%
8/12/2020,"6,860","6,682.90","6,860.10","6,495.90",2.12M,6.90%
7/12/2020,"6,417","6,053.00","6,417.20","6,023.50",2.15M,6.89%
4/12/2020,"6,004","6,003.80","6,013.70","5,925.10",1.22M,0.00%
3/12/2020,"6,004","6,151.50","6,151.50","5,915.20",2.03M,-1.61%
2/12/2020,"6,102","5,905.40","6,200.70","5,895.60",1.73M,2.65%
1/12/2020,"5,945","5,413.30","5,944.80","5,413.30",2.30M,6.90%
30/11/2020,"5,561","5,688.90","5,875.90","5,560.90",4.57M,1.25%
27/11/2020,"5,492","5,147.50","5,492.00","5,137.70",2.71M,6.90%
26/11/2020,"5,138","5,049.10","5,167.20","5,049.10",501.45K,0.38%
25/11/2020,"5,118","5,118.00","5,167.20","5,068.80",959.79K,-0.95%
24/11/2020,"5,167","5,196.80","5,216.40","5,098.30",724.40K,-0.57%
23/11/2020,"5,197","5,314.90","5,314.90","5,098.30",438.59K,2.13%
20/11/2020,"5,089","5,118.00","5,167.20","5,049.10",1.02M,-1.71%
19/11/2020,"5,177","5,186.90","5,265.60","5,118.00",1.21M,-2.41%
18/11/2020,"5,305","5,511.70","5,511.70","5,186.90",823.12K,-1.10%
17/11/2020,"5,364","5,157.40","5,413.30","5,157.40",1.84M,4.41%
16/11/2020,"5,138","4,822.70","5,137.70","4,812.90",1.67M,6.97%
13/11/2020,"4,803","4,803.10","4,822.70","4,744.00",335.37K,0.00%
12/11/2020,"4,803","4,832.60","4,832.60","4,763.70",303.46K,0.21%
11/11/2020,"4,793","4,822.70","4,822.70","4,763.70",315.85K,0.00%
10/11/2020,"4,793","4,635.70","4,852.30","4,606.20",565.87K,3.84%
9/11/2020,"4,616","4,576.70","4,724.30","4,537.30",391.39K,2.18%
6/11/2020,"4,518","4,586.50","4,596.40","4,478.30",190.12K,-1.50%
5/11/2020,"4,587","4,645.60","4,645.60","4,566.80",207.74K,-1.27%
4/11/2020,"4,646","4,448.70","4,645.60","4,448.70",378.87K,4.43%
3/11/2020,"4,449","4,468.40","4,488.10","4,429.00",237.81K,0.67%
2/11/2020,"4,419","4,419.20","4,458.60","4,320.80",142.65K,0.00%
30/10/2020,"4,419","4,419.20","4,616.10","4,370.00",183.98K,0.00%
29/10/2020,"4,419","4,330.60","4,665.30","4,232.20",632.79K,0.90%
28/10/2020,"4,380","4,429.00","4,547.20","4,330.60",628.42K,-4.30%
27/10/2020,"4,577","4,724.30","4,763.70","4,497.90",812.21K,-4.12%
26/10/2020,"4,774","4,872.00","4,881.80","4,773.50",616.22K,-2.02%
23/10/2020,"4,872","4,881.80","4,940.80","4,832.60",470.12K,-0.20%
22/10/2020,"4,882","4,901.50","4,940.80","4,872.00",462.19K,-1.19%
21/10/2020,"4,941","4,940.80","5,009.70","4,940.80",534.23K,0.00%
20/10/2020,"4,941","4,999.90","4,999.90","4,921.20",498.51K,-1.18%
19/10/2020,"5,000","5,019.60","5,019.60","4,960.50",607.56K,0.79%
16/10/2020,"4,961","4,999.90","5,049.10","4,921.20",434.19K,-0.79%
15/10/2020,"5,000","5,137.70","5,137.70","4,940.80",958.42K,1.20%
14/10/2020,"4,941","5,019.60","5,088.50","4,940.80",612.61K,-1.57%
13/10/2020,"5,020","5,019.60","5,059.00","4,990.10",435.65K,0.00%
12/10/2020,"5,020","5,118.00","5,196.80","4,999.90",705.67K,-1.73%
9/10/2020,"5,108","5,019.60","5,167.20","4,999.90",854.86K,1.77%
8/10/2020,"5,020","5,039.30","5,078.60","4,970.40",649.91K,-0.39%
7/10/2020,"5,039","4,999.90","5,098.30","4,999.90",632.42K,-0.77%
6/10/2020,"5,079","5,167.20","5,226.30","5,049.10",837.12K,-0.96%
5/10/2020,"5,128","5,019.60","5,127.90","4,970.40",992.57K,2.16%
2/10/2020,"5,020","5,216.40","5,216.40","4,763.70",1.15M,-1.92%
1/10/2020,"5,118","5,118.00","5,305.00","4,999.90",1.11M,1.76%
30/09/2020,"5,029","4,832.60","5,078.60","4,832.60",623.47K,0.59%
29/09/2020,"5,000","5,039.30","5,177.10","4,970.40",987.38K,-0.20%
28/09/2020,"5,010","4,734.20","5,059.00","4,684.90",1.74M,5.82%
25/09/2020,"4,734","4,744.00","4,773.50","4,704.60",523.44K,0.00%
24/09/2020,"4,734","4,773.50","4,793.20","4,724.30",892.79K,-1.03%
23/09/2020,"4,783","4,803.10","4,842.40","4,744.00",785.03K,0.21%
22/09/2020,"4,774","4,734.20","4,891.60","4,734.20",1.05M,-2.02%
21/09/2020,"4,872","5,098.30","5,098.30","4,872.00",1.18M,-1.39%
18/09/2020,"4,941","4,842.40","4,970.40","4,734.20",1.18M,2.03%
17/09/2020,"4,842","4,891.60","4,891.60","4,694.80",1.28M,5.35%
16/09/2020,"4,596","4,576.70","4,625.90","4,507.80",1.08M,0.43%
15/09/2020,"4,577","4,665.30","4,665.30","4,537.30",1.06M,-1.48%
14/09/2020,"4,646","4,606.20","4,645.60","4,576.70",613.07K,1.94%
11/9/2020,"4,557","4,350.30","4,616.10","4,301.10",1.99M,4.75%
10/9/2020,"4,350","4,094.40","4,379.80","4,094.40",1.28M,6.25%
9/9/2020,"4,094","3,976.30","4,123.90","3,966.50",625.59K,1.46%
8/9/2020,"4,035","3,986.10","4,055.00","3,956.60",615.17K,0.00%
7/9/2020,"4,035","3,976.30","4,133.80","3,976.30",883.50K,1.49%
4/9/2020,"3,976","3,789.30","4,015.70","3,789.30",1.40M,2.80%
3/9/2020,"3,868","3,740.10","3,927.10","3,740.10",566.41K,3.42%
1/9/2020,"3,740","3,740.10","3,838.50","3,720.40",472.39K,0.00%
31/08/2020,"3,740","3,936.90","3,936.90","3,740.10",772.29K,-3.80%
28/08/2020,"3,888","3,759.80","3,986.10","3,759.80",820.89K,3.40%
27/08/2020,"3,760","3,740.10","3,779.50","3,740.10",397.30K,0.00%
26/08/2020,"3,760","3,641.70","3,789.30","3,641.70",1.18M,3.80%
25/08/2020,"3,622","3,612.10","3,622.00","3,582.60",512.52K,0.55%
24/08/2020,"3,602","3,543.20","3,622.00","3,543.20",490.38K,0.27%
21/08/2020,"3,593","3,582.60","3,631.80","3,523.60",318.84K,1.39%
20/08/2020,"3,543","3,444.80","3,641.70","3,444.80",634.34K,3.45%
19/08/2020,"3,425","3,375.90","3,425.10","3,366.10",189.43K,1.46%
18/08/2020,"3,376","3,425.10","3,425.10","3,346.40",437.90K,0.00%
17/08/2020,"3,376","3,395.60","3,415.30","3,356.20",416.64K,0.00%
14/08/2020,"3,376","3,395.60","3,444.80","3,375.90",345.64K,-0.58%
13/08/2020,"3,396","3,356.20","3,444.80","3,346.40",320.81K,1.17%
12/8/2020,"3,356","3,307.00","3,366.10","3,307.00",163.83K,0.00%
11/8/2020,"3,356","3,405.40","3,405.40","3,336.50",278.93K,-1.44%
10/8/2020,"3,405","3,444.80","3,494.00","3,405.40",191.95K,-0.58%
7/8/2020,"3,425","3,494.00","3,543.20","3,346.40",431.27K,0.87%
6/8/2020,"3,396","3,169.20","3,395.60","3,051.10",1.89M,6.81%
5/8/2020,"3,179","3,110.20","3,188.90","3,100.30",257.52K,1.89%
4/8/2020,"3,120","3,198.80","3,198.80","3,120.00",155.47K,0.00%
3/8/2020,"3,120","2,952.70","3,149.50","2,952.70",165.08K,3.26%
31/07/2020,"3,022","2,952.70","3,051.10","2,952.70",101.37K,-0.97%
30/07/2020,"3,051","2,952.70","3,090.50","2,952.70",121.26K,3.33%
29/07/2020,"2,953","3,120.00","3,120.00","2,903.50",228.33K,-5.36%
28/07/2020,"3,120","2,952.70","3,149.50","2,952.70",235.81K,3.26%
27/07/2020,"3,022","3,021.60","3,110.20","3,021.60",518.98K,-6.97%
24/07/2020,"3,248","3,484.20","3,484.20","3,238.10",569.53K,-6.51%
23/07/2020,"3,474","3,503.90","3,592.50","3,464.50",237.88K,-3.02%
22/07/2020,"3,583","3,641.70","3,690.90","3,572.80",166.65K,-0.82%
21/07/2020,"3,612","3,592.50","3,730.20","3,592.50",439.88K,1.10%
20/07/2020,"3,573","3,553.10","3,631.80","3,543.20",529.85K,1.40%
17/07/2020,"3,524","3,444.80","3,533.40","3,444.80",150.94K,0.28%
16/07/2020,"3,514","3,553.10","3,553.10","3,494.00",62.86K,0.28%
15/07/2020,"3,504","3,533.40","3,543.20","3,503.90",133.20K,0.00%
14/07/2020,"3,504","3,533.40","3,533.40","3,454.70",217.72K,-0.56%
13/07/2020,"3,524","3,513.70","3,572.80","3,464.50",163.54K,0.28%
10/7/2020,"3,514","3,503.90","3,572.80","3,503.90",148.66K,-0.83%
9/7/2020,"3,543","3,503.90","3,543.20","3,494.00",155.12K,1.12%
8/7/2020,"3,504","3,444.80","3,543.20","3,444.80",119.21K,1.42%
7/7/2020,"3,455","3,572.80","3,592.50","3,444.80",329.21K,-2.50%
6/7/2020,"3,543","3,474.30","3,592.50","3,474.30",243.20K,1.98%
3/7/2020,"3,474","3,464.50","3,533.40","3,464.50",76.25K,-1.12%
2/7/2020,"3,514","3,553.10","3,562.90","3,454.70",94.89K,-1.11%
1/7/2020,"3,553","3,444.80","3,592.50","3,405.40",168.73K,3.74%
30/06/2020,"3,425","3,395.60","3,484.20","3,395.60",426.59K,0.87%
29/06/2020,"3,396","3,553.10","3,562.90","3,395.60",683.66K,-6.76%
26/06/2020,"3,642","3,661.30","3,720.40","3,602.30",182.65K,-0.54%
25/06/2020,"3,661","3,543.20","3,740.10","3,543.20",217.91K,-2.87%
24/06/2020,"3,770","3,759.80","3,927.10","3,759.80",610.60K,0.53%
23/06/2020,"3,750","3,631.80","3,848.40","3,622.00",800.63K,3.53%
22/06/2020,"3,622","3,690.90","3,690.90","3,622.00",394.78K,-1.07%
19/06/2020,"3,661","3,543.20","3,661.30","3,543.20",345.87K,3.33%
18/06/2020,"3,543","3,503.90","3,612.10","3,503.90",233.74K,-2.44%
17/06/2020,"3,632","3,720.40","3,720.40","3,582.60",404.80K,-1.60%
16/06/2020,"3,691","3,592.50","3,690.90","3,572.80",540.90K,2.74%
15/06/2020,"3,593","3,838.50","3,838.50","3,572.80",413.08K,-0.81%
12/6/2020,"3,622","3,622.00","3,838.50","3,622.00",1.07M,-6.83%
11/6/2020,"3,888","4,173.10","4,173.10","3,887.70",1.04M,-6.84%
10/6/2020,"4,173","4,232.20","4,232.20","3,927.10",1.56M,4.95%
9/6/2020,"3,976","3,976.30","3,976.30","3,887.70",2.02M,6.88%
8/6/2020,"3,720","3,572.80","3,720.40","3,543.20",554.22K,6.78%
5/6/2020,"3,484","3,484.20","3,513.70","3,395.60",247.17K,0.00%
4/6/2020,"3,484","3,425.10","3,513.70","3,395.60",805.52K,1.73%
3/6/2020,"3,425","3,435.00","3,435.00","3,267.70",256.99K,0.58%
2/6/2020,"3,405","3,494.00","3,503.90","3,395.60",147.52K,-2.54%
1/6/2020,"3,494","3,346.40","3,513.70","3,346.40",505.22K,4.41%
29/05/2020,"3,346","3,169.20","3,346.40","3,149.50",344.28K,3.03%
28/05/2020,"3,248","3,248.00","3,277.50","3,228.30",125.30K,-0.90%
27/05/2020,"3,278","3,346.40","3,346.40","3,277.50",59.17K,-1.48%
26/05/2020,"3,327","3,248.00","3,346.40","3,248.00",256.51K,2.42%
25/05/2020,"3,248","3,257.80","3,297.20","3,248.00",142.99K,-0.30%
22/05/2020,"3,258","3,257.80","3,346.40","3,238.10",235.31K,0.00%
21/05/2020,"3,258","3,307.00","3,326.70","3,248.00",135.84K,-1.49%
20/05/2020,"3,307","3,257.80","3,346.40","3,257.80",123.47K,-2.04%
19/05/2020,"3,376","3,444.80","3,444.80","3,297.20",218.80K,-0.58%
18/05/2020,"3,396","3,248.00","3,395.60","3,218.40",174.09K,5.51%
15/05/2020,"3,218","3,582.60","3,582.60","3,218.40",386.81K,-6.57%
14/05/2020,"3,445","3,248.00","3,474.30","3,248.00",477.47K,6.06%
13/05/2020,"3,248","3,169.20","3,277.50","3,169.20",210.10K,2.49%
12/5/2020,"3,169","3,120.00","3,287.30","3,051.10",305.29K,2.22%
11/5/2020,"3,100","2,972.40","3,129.90","2,972.40",268.40K,4.65%
8/5/2020,"2,963","2,854.30","3,011.80","2,854.30",323.23K,4.15%
7/5/2020,"2,844","2,834.60","2,854.30","2,814.90",93.61K,0.35%
6/5/2020,"2,835","2,755.90","2,834.60","2,716.50",103.16K,2.86%
5/5/2020,"2,756","2,726.30","2,775.50","2,706.60",53.91K,1.09%
4/5/2020,"2,726","2,755.90","2,755.90","2,706.60",67.97K,-1.07%
29/04/2020,"2,756","2,736.20","2,814.90","2,736.20",68.09K,-1.06%
28/04/2020,"2,785","2,755.90","2,814.90","2,755.90",63.15K,0.00%
27/04/2020,"2,785","2,824.70","2,844.40","2,785.40",60.97K,-1.39%
24/04/2020,"2,825","2,716.50","2,834.60","2,716.50",132.94K,1.77%
23/04/2020,"2,776","2,795.20","2,854.30","2,765.70",60.56K,-0.70%
22/04/2020,"2,795","2,657.40","2,795.20","2,637.70",98.97K,1.79%
21/04/2020,"2,746","2,706.60","2,785.40","2,706.60",271.48K,-3.79%
20/04/2020,"2,854","2,903.50","2,913.30","2,814.90",339.15K,0.35%
17/04/2020,"2,844","2,814.90","2,854.30","2,755.90",226.17K,3.21%
16/04/2020,"2,756","2,657.40","2,824.70","2,657.40",158.14K,-2.78%
15/04/2020,"2,835","2,854.30","2,874.00","2,824.70",235.93K,0.00%
14/04/2020,"2,835","2,913.30","2,913.30","2,706.60",383.34K,3.60%
13/04/2020,"2,736","2,627.90","2,736.20","2,627.90",345.29K,6.92%
10/4/2020,"2,559","2,460.60","2,578.70","2,440.90",222.26K,1.96%
9/4/2020,"2,510","2,411.40","2,529.50","2,411.40",151.54K,2.00%
8/4/2020,"2,461","2,480.30","2,480.30","2,431.10",112.03K,-2.34%
7/4/2020,"2,520","2,647.60","2,647.60","2,411.40",120.03K,-0.39%
6/4/2020,"2,530","2,440.90","2,529.50","2,391.70",232.92K,6.64%
3/4/2020,"2,372","2,283.40","2,411.40","2,283.40",127.09K,2.99%
1/4/2020,"2,303","2,214.50","2,303.10","2,204.70",93.20K,6.36%
31/03/2020,"2,165","2,303.10","2,440.90","2,145.60",327.86K,-5.98%
30/03/2020,"2,303","2,470.40","2,470.40","2,303.10",276.64K,-6.77%
27/03/2020,"2,470","2,480.30","2,559.00","2,312.90",98.39K,-0.40%
26/03/2020,"2,480","2,657.40","2,657.40","2,480.30",178.68K,-6.66%
25/03/2020,"2,657","2,608.20","2,667.30","2,559.00",101.94K,3.85%
24/03/2020,"2,559","2,529.50","2,627.90","2,529.50",66.98K,-1.52%
